     1 ,    -536.19
     2 ,     137.82
     3 ,     176.87
     4 ,     675.07
     5 ,    1216.94
     6 ,   -1498.34
     7 ,     894.25
     8 ,    2539.99
     9 ,    1484.95
    10 ,   -2507.93
    11 ,   -3577.06
    12 ,     -29.75
    13 ,     773.56
    14 ,    3748.66
    15 ,  523753.88
    16 ,   -1005.36
    17 ,   -1441.69
    18 ,   -1138.33
    19 ,   -1874.72
    20 ,    3003.55
    21 ,    -569.22
    22 ,   -1065.40
    23 ,   -1165.92
    24 ,    -481.43
    25 ,   -3455.40
    26 ,     247.51
    27 ,   -1486.52
    28 ,    -312.51
    29 ,   -1999.93
    30 ,     519.18
    31 ,    1289.24
    32 ,   -1872.98
    33 ,    -195.01
    34 ,    1004.29
    35 ,   -1200.42
    36 ,    1175.93
    37 ,    2242.02
    38 ,    2691.75
    39 ,    -589.91
    40 ,   -2534.26
    41 ,    1998.30
    42 ,    -676.92
    43 ,   -1061.28
    44 ,    1144.99
    45 ,     724.74
    46 ,     564.96
    47 ,     898.95
    48 ,     -97.80
    49 ,    2489.32
    50 ,    1822.98
    51 ,    2717.08
    52 ,   -1122.07
    53 ,    2826.56
    54 ,   -1803.33
    55 ,  527276.25
    56 ,   -1964.45
    57 ,    -161.81
    58 ,    -226.79
    59 ,    2186.20
    60 ,     338.96
    61 ,     371.85
    62 ,    1668.93
    63 ,   -1454.61
    64 ,   -1793.89
    65 ,    2365.26
    66 ,   -4431.38
    67 ,   -2778.95
    68 ,    3087.58
    69 ,    1462.38
    70 ,     544.75
    71 ,    1130.77
    72 ,     205.53
    73 ,   -1488.53
    74 ,   -1270.47
    75 ,   -1449.16
    76 ,    1800.34
    77 ,   -1456.62
    78 ,    2955.84
    79 ,    2825.41
    80 ,    1505.99
    81 ,    1169.06
    82 ,     541.45
    83 ,    1309.93
    84 ,     287.90
    85 ,    -303.36
    86 ,   -1009.35
    87 ,     798.51
    88 ,    2057.42
    89 ,    1929.60
    90 ,    -271.96
    91 ,   -1378.15
    92 ,    -263.40
    93 ,   -1065.83
    94 ,    1053.10
    95 ,   -3344.45
    96 ,    -744.23
    97 ,   -1571.63
    98 ,    -167.90
    99 ,   -1031.42
